n_codigo,x_nombre,n_estado
2703,Programa De Segunda Especialidad En Derecho De Protección Al Consumidor,1
2704,Programa De Segunda Especialidad En Derecho Del Trabajo Y De La Seguridad Social,1
2705,Programa De Segunda Especialidad En Derecho Internacional Privado,1
2706,Programa De Segunda Especialidad En Derecho Internacional Público,1
2707,Programa De Segunda Especialidad En Derecho Procesal,1
2708,Programa De Segunda Especialidad En Derecho Procesal Laboral,1
2709,Programa De Segunda Especialidad En Derecho Público Y Buen Gobierno,1
2710,Programa De Segunda Especialidad En Derecho Registral,1
2711,Programa De Segunda Especialidad En Derecho Tributario,1
2712,Programa De Segunda Especialidad En Derechos Fundamentales Y Constitucionalismo En América Latina,1
2713,Programa De Segunda Especialidad En Enfermería Con Mención En: Cuidados Intensivos – Adulto,1
2714,"Programa De Segunda Especialidad En Enfermería, Con Mención En: Cuidados Nefrológicos",1
2715,"Programa De Segunda Especialidad En Enfermería, Con Mención En: Cuidados Quirúrgicos",1
2716,Programa De Segunda Especialidad En Enseñanza Del Inglés Como Lengua Extranjera,1
2717,Programa De Segunda Especialidad En Formación De Acompañantes Pedagógicos,1
2718,Programa De Segunda Especialidad En Gestión Escolar Con Liderazgo Pedagógico,1
2719,Programa De Segunda Especialidad En La Enseñanza De La Comunicación Y Matemáticas Para Profesores De Ii Y Iii Ciclos De Educación Básica Regular,1
2720,Programa De Segunda Especialidad En Prevención Y Control De La Corrupción,1
2721,Programa De Segunda Especialidad En Trabajo Social Gerontológico,1
2722,"Programa De Segunda Especialidad Interdisciplinaria, Con Mención En: Administración Y Gerencia De Los Servicios De Salud",1
2723,"Programa De Segunda Especialidad Interdisciplinaria, Con Mención En: Emergencias Y Desastres",1
2724,"Programa De Segunda Especialidad Interdisciplinaria, Con Mención En: Salud Familiar Y Comunitaria",1
2725,"Programa De Segunda Especialidad Interdisciplinaria, Con Mención En: Salud Mental Y Psiquiatría",1
2726,Programa De Segunda Especialidad Profesional Con Mención En Gestión Escolar Con Liderazgo Pedagógico,1
2727,Programa De Segunda Especialidad Profesional En Adicciones Con Enfoque De Género,1
2728,Programa De Segunda Especialidad Profesional En Administración Y Gestión En Estomatología,1
2729,Programa De Segunda Especialidad Profesional En Anestesiología,1
2730,Programa De Segunda Especialidad Profesional En Auditoría Odontológica,1
2731,Programa De Segunda Especialidad Profesional En Cardiología,1
2732,Programa De Segunda Especialidad Profesional En Cardiología Pediátrica,1
2733,Programa De Segunda Especialidad Profesional En Cirugía Bucal Y Maxilofacial,1
2734,Programa De Segunda Especialidad Profesional En Cirugía De Cabeza Y Cuello - Maxilo Facial,1
2735,"Programa De Segunda Especialidad Profesional En Cirugía De Cabeza, Cuello Y Maxilofacial",1
2736,Programa De Segunda Especialidad Profesional En Cirugía De Tórax Y Cardiovascular,1
2737,Programa De Segunda Especialidad Profesional En Cirugía General,1
2738,Programa De Segunda Especialidad Profesional En Cirugía Oncológica,1
2739,Programa De Segunda Especialidad Profesional En Cirugía Oncológica Abdominal,1
2740,Programa De Segunda Especialidad Profesional En Cirugía Oncológica De Cabeza Y Cuello,1
2741,"Programa De Segunda Especialidad Profesional En Cirugía Oncológica De Mamas, Tejidos Blandos Y Piel",1
2742,Programa De Segunda Especialidad Profesional En Cirugía Pediátrica,1
2743,Programa De Segunda Especialidad Profesional En Conservación De Fauna Silvestre,1
2744,Programa De Segunda Especialidad Profesional En Cuidado Cardiovascular En Pediatría,1
2745,Programa De Segunda Especialidad Profesional En Cuidado En Enfermería En Perfusión Y Oxigenación Extracorpórea,1
2746,Programa De Segunda Especialidad Profesional En Cuidados Intensivos Y Emergencias Cardiovasculares,1
2747,Programa De Segunda Especialidad Profesional En Dermatología,1
2748,Programa De Segunda Especialidad Profesional En Didáctica De La Lectura Y Escritura,1
2749,Programa De Segunda Especialidad Profesional En Dificultades De La Comunicación Y El Lenguaje,1
2750,Programa De Segunda Especialidad Profesional En Dificultades Específicas De Aprendizaje,1
2751,Programa De Segunda Especialidad Profesional En Endocrinología,1
2752,Programa De Segunda Especialidad Profesional En Endocrinología Pediátrica,1
2753,Programa De Segunda Especialidad Profesional En Endodoncia,1
2754,Programa De Segunda Especialidad Profesional En Enfermería En Centro Quirúrgico Especializado,1
2755,Programa De Segunda Especialidad Profesional En Enfermería En Cuidado Cardiovascular,1
2756,"Programa De Segunda Especialidad Profesional En Enfermería En Cuidado Enfermero En Gastroenterología, Endoscopía Y Procedimientos Especiales",1
2757,Programa De Segunda Especialidad Profesional En Enfermería En Cuidados Intensivos,1
2758,Programa De Segunda Especialidad Profesional En Enfermería En Cuidados Intensivos Neonatales,1
2759,Programa De Segunda Especialidad Profesional En Enfermería En Cuidados Intensivos Pediátricos,1
2760,Programa De Segunda Especialidad Profesional En Enfermería En Cuidados Nefrológicos,1
2761,Programa De Segunda Especialidad Profesional En Enfermería En Emergencias Y Desastres,1
2762,Programa De Segunda Especialidad Profesional En Enfermería En Salud Escolar Y Adolescente,1
2763,Programa De Segunda Especialidad Profesional En Enfermería En Salud Familiar Y Comunitaria,1
2764,Programa De Segunda Especialidad Profesional En Enfermería En Salud Mental Y Psiquiatría,1
2765,Programa De Segunda Especialidad Profesional En Enfermería En Salud Ocupacional,1
2766,Programa De Segunda Especialidad Profesional En Enfermería Oncológica,1
2767,Programa De Segunda Especialidad Profesional En Enfermería Pediátrica,1
2768,Programa De Segunda Especialidad Profesional En Estadística En Investigación,1
2769,Programa De Segunda Especialidad Profesional En Estomatología De Pacientes Especiales,1
2770,Programa De Segunda Especialidad Profesional En Fisioterapia En El Adulto Mayor,1
2771,Programa De Segunda Especialidad Profesional En Fisioterapia En Pediatría,1
2772,Programa De Segunda Especialidad Profesional En Gastroenterología,1
2773,Programa De Segunda Especialidad Profesional En Gastroenterología Pediátrica,1
2774,Programa De Segunda Especialidad Profesional En Geriatría,1
2775,Programa De Segunda Especialidad Profesional En Gestión En Ganadería Bovina,1
2776,Programa De Segunda Especialidad Profesional En Ginecología Oncológica,1
2777,Programa De Segunda Especialidad Profesional En Ginecología Y Obstetricia,1
2778,Programa De Segunda Especialidad Profesional En Hematología,1
2779,Programa De Segunda Especialidad Profesional En Hemoterapia Y Banco De Sangre,1
2780,Programa De Segunda Especialidad Profesional En Implantología Oral Integral,1
2781,Programa De Segunda Especialidad Profesional En Infectología Pediátrica,1
2782,Programa De Segunda Especialidad Profesional En La Subespecialidad De Anestesiología Y Terapia Intensiva Cardiovascular,1
2783,Programa De Segunda Especialidad Profesional En La Subespecialidad De Cirugía De Tórax Y Cardiovascular,1
2784,Programa De Segunda Especialidad Profesional En Medicina De Animales De Compañía,1
2785,Programa De Segunda Especialidad Profesional En Medicina De Animales Pequeños,1
2786,Programa De Segunda Especialidad Profesional En Medicina De Emergencias Y Desastres,1
2787,Programa De Segunda Especialidad Profesional En Medicina Del Deporte,1
2788,Programa De Segunda Especialidad Profesional En Medicina Familiar Y Comunitaria,1
2789,Programa De Segunda Especialidad Profesional En Medicina Hiperbárica Y Subacuática,1
2790,Programa De Segunda Especialidad Profesional En Medicina Intensiva,1
2791,Programa De Segunda Especialidad Profesional En Medicina Intensiva Pediátrica,1
2792,Programa De Segunda Especialidad Profesional En Medicina Interna,1
2793,Programa De Segunda Especialidad Profesional En Medicina Nuclear,1
2794,Programa De Segunda Especialidad Profesional En Medicina Oncológica,1
2795,Programa De Segunda Especialidad Profesional En Medicina Y Patología Estomatológica,1
2796,Programa De Segunda Especialidad Profesional En Microbiología Clínica,1
2797,Programa De Segunda Especialidad Profesional En Nefrología,1
2798,Programa De Segunda Especialidad Profesional En Nefrología Pediátrica,1
2799,Programa De Segunda Especialidad Profesional En Neonatología,1
2800,Programa De Segunda Especialidad Profesional En Neumología,1
2801,Programa De Segunda Especialidad Profesional En Neumología Pediátrica,1
2802,Programa De Segunda Especialidad Profesional En Neurocirugía,1
2803,Programa De Segunda Especialidad Profesional En Neurología,1
2804,Programa De Segunda Especialidad Profesional En Neurología Pediátrica,1
2805,Programa De Segunda Especialidad Profesional En Odontología Forense,1
2806,Programa De Segunda Especialidad Profesional En Odontología Restauradora Y Estética,1
2807,Programa De Segunda Especialidad Profesional En Odontopediatría,1
2808,Programa De Segunda Especialidad Profesional En Oftalmología,1
2809,Programa De Segunda Especialidad Profesional En Oftalmología Oncológica,1
2810,Programa De Segunda Especialidad Profesional En Oncología Pediátrica,1
2811,Programa De Segunda Especialidad Profesional En Oncología Preventiva,1
2812,Programa De Segunda Especialidad Profesional En Ortodoncia Y Ortopedia Maxilar,1
2813,Programa De Segunda Especialidad Profesional En Ortopedia Oncológica,1
2814,Programa De Segunda Especialidad Profesional En Otorrinolaringología,1
2815,Programa De Segunda Especialidad Profesional En Patología Oncológica,1
2816,Programa De Segunda Especialidad Profesional En Periodoncia E Implantología,1
2817,"Programa De Segunda Especialidad Profesional En Producción, Administración Y Sanidad Avícola",1
2818,Programa De Segunda Especialidad Profesional En Psiquiatría,1
2819,Programa De Segunda Especialidad Profesional En Psiquiatría Comunitaria Y Social,1
2820,Programa De Segunda Especialidad Profesional En Radiología,1
2821,Programa De Segunda Especialidad Profesional En Radiología Bucal Y Maxilofacial,1
2822,Programa De Segunda Especialidad Profesional En Radiología Intervencionista,1
2823,Programa De Segunda Especialidad Profesional En Radioterapia,1
2824,Programa De Segunda Especialidad Profesional En Rehabilitación Oral,1
2825,Programa De Segunda Especialidad Profesional En Salud Pública Estomatológica,1
2826,Programa De Segunda Especialidad Profesional En Tecnología En Medicina Nuclear Molecular,1
2827,Programa De Segunda Especialidad Profesional En Tecnología En Tomografía Computarizada,1
2828,Programa De Segunda Especialidad Profesional En Traumatología Y Ortopedia Infantil,1
2829,Programa De Segunda Especialidad: Trabajo Social En Planificación Y Gestión Del Bienestar Social,1
2830,"Programa De Segunda Especialización En Tecnología Educativa, Con Mención En: Administración Y Gerencia Educativa",1
2831,"Programa De Segunda Especialización En Tecnología Educativa, Con Mención En: Currículo Y Enseñanza - Aprendizaje",1
2832,"Programa De Segunda Especialización En Tecnología Educativa, Con Mención En: Evaluación Educativa",1
2833,"Programa De Segunda Especialización En Tecnología Educativa, Con Mención En: Informática Educativa",1
2834,Programa Mba En Gestión Integral Del Agua,1
2835,Programas Integrados De Estudios De Postgrado En Demografía Y Población,1
2836,Promoción De La Salud,1
2837,Promoción De La Salud Materna Con Mención En Psicoprofilaxis Obstétrica Y Estimulación Prenatal,1
2838,"Promoción De La Salud, Familia Y Comunidad",1
2839,Promoción En Salud Sexual Y Reproductiva,1
2840,Prospectiva Estratégica Para El Desarrollo Nacional,1
2841,Proyectos De Inversión,1
2842,Psicología,1
2843,Psicología (Horario Diferenciado),1
2844,Psicología (Horario Normal),1
2845,Psicología (Virtual: Semipresencial),1
2846,Psicología Clínica,1
2847,Psicología Clínica De La Salud,1
2848,Psicología Clínica De La Salud Con Mención En Enfermedades Crónicas,1
2849,Psicología Clínica De La Salud Con Mención En Psicooncología,1
2850,Psicología Clínica De Niños,1
2851,Psicología Comunitaria,1
2852,Psicología Comunitaria Con Mención En Intervención En Desastres,1
2853,Psicología Comunitaria Con Mención En Salud Mental,1
2854,Psicología Con Mención En Evaluación Clínica,1
2855,Psicología De La Clínica Y De La Salud,1
2856,Psicología De La Salud,1
2857,Psicología De Las Dificultades Escolares,1
2858,Psicología De Niños Y Adolescentes Con Problemas De Aprendizaje,1
2859,Psicología Del Consumidor,1
2860,Psicología Del Trabajo Y Las Organizaciones,1
2861,Psicología Escolar Y Problemas De Aprendizaje,1
2862,Psicología Forense Y Criminal,1
2863,Psicología Forense Y Criminología,1
2864,Psicología Organizacional,1
2865,Psicología Organizacional Y De La Gestión Humana,1
2866,Psicología Terapéutica,1
2867,"Psicología, Con Mención En Intervención Psicológica E Investigación",1
2868,Psicopedagogía,1
2869,Psicopedagogía Cognitiva Y Desarrollo Psicológico,1
2870,Psicopedagogía Y Problemas De Aprendizaje,1
2871,Psicoprofilaxis Obstétrica,1
2872,Psicoprofilaxis Obstétrica Y Estimulación Prenatal,1
2873,Psicoprofilaxis Y Estimulación Prenatal,1
2874,Psicoterapia Familiar Sistémica,1
2875,Psiquiatría,1
2876,Psiquiatría De Adicciones,1
2877,Psiquiatría Del Niño Y Del Adolescente,1
2878,Publicidad,1
2879,Publicidad Y Multimedia,1
2880,Química,1
2881,Química Clínica,1
2882,Radiología,1
2883,Radiología Bucal Y Maxilofacial,1
2884,Radiología Intervencionista,1
2885,Radioterapia,1
2886,Recursos Hídricos,1
2887,Recursos Vegetales Y Terapéuticos,1
2888,Reeducación De La Motricidad Orofacial,1
2889,Regulación De Los Servicios Públicos,1
2890,"Regulación, Gestión Y Economía Minera",1
2891,Rehabilitación Oral,1
2892,Relaciones Industriales,1
2893,Relaciones Internacionales,1
2894,Relaciones Laborales,1
2895,Relaciones Públicas,1
2896,Relaciones Públicas (Virtual: Semipresencial),1
2897,Residentado En Clínica De Animales Menores,1
2898,Residentado En Clínica Y Patología Aviar,1
2899,Residentado En Medicina Y Producción Lechera,1
2900,Resonancia Magnética,1
2901,Reumatología,1
2902,Riego Y Drenaje,1
2903,Salud Comunitaria,1
2904,Salud Familiar Y Comunitaria,1
2905,Salud Mental,1
2906,Salud Ocupacional,1
2907,Salud Ocupacional Y Ambiental,1
2908,Salud Pública,1
2909,Salud Pública Estomatológica,1
2910,Salud Pública Y Gestión De Sistemas De Salud,1
2911,Salud Pública Y Gestión Sanitaria,1
2912,Salud Reproductiva De Los Y Las Adolescentes,1
2913,Salud Sexual Y Reproductiva,1
2914,Salud Sexual Y Reproductiva (Virtual: Semipresencial),1
2915,Salud Sexual Y Reproductiva Del Escolar Y Adolescente,1
2916,Segunda Especialidad Con Mención En Gestión Escolar Con Liderazgo Pedagógico,1
2917,Segunda Especialidad Con Mención En Orientación Y Tutoría,1
2918,Segunda Especialidad Con Mención En Problemas De Aprendizaje,1
2919,Segunda Especialidad De Enfermería Cardiológica Con Mención En Cuidados Coronarios,1
2920,Segunda Especialidad De Enfermería En Administración Y Gestión,1
2921,Segunda Especialidad De Enfermería En Cardiología,1
2922,Segunda Especialidad De Enfermería En Cirugía Cardiovascular,1
2923,Segunda Especialidad De Enfermería En Cuidados Cardiológicos Y Cardiovasculares Con Mención En Cirugía Cardiaca,1
2924,Segunda Especialidad De Enfermería En Cuidados Intensivos,1
2925,Segunda Especialidad De Enfermería En Emergencias Y Desastres,1
2926,Segunda Especialidad De Enfermería En Geriatría,1
2927,Segunda Especialidad De Enfermería En Nefrología,1
2928,Segunda Especialidad De Enfermería En Salud Familiar Y Comunitaria,1
2929,Segunda Especialidad De Enfermería En Salud Mental Y Psiquiatría,1
2930,Segunda Especialidad De Enfermería En Salud Ocupacional,1
2931,Segunda Especialidad De Enfermería Oncológica,1
2932,Segunda Especialidad De Estomatología En Odontopediatría,1
2933,Segunda Especialidad De Gestión En Central De Esterilización,1
2934,Segunda Especialidad De Odontología: Odontopediatría,1
2935,Segunda Especialidad De Odontología: Ortodoncia Y Ortopedia Maxilar,1
2936,Segunda Especialidad De Odontología: Rehabilitación Oral,1
2937,Segunda Especialidad De Rehabilitación Oral,1
2938,Segunda Especialidad En Actividades Acuáticas Y Entrenamiento En Natación,1
2939,Segunda Especialidad En Administración,1
2940,Segunda Especialidad En Administración De Enfermería,1
2941,Segunda Especialidad En Administración De Medios De Comunicación,1
2942,Segunda Especialidad En Alto Riesgo Obstétrico,1
2943,Segunda Especialidad En Anestesiología,1
2944,Segunda Especialidad En Antiguo Testamento,1
2945,Segunda Especialidad En Aprendizaje Basado En Proyectos,1
2946,Segunda Especialidad En Archivística Y Gestión Documental,1
2947,Segunda Especialidad En Asesoría Genética En Enfermería Oncológica,1
2948,Segunda Especialidad En Asuntos Regulatorios En El Sector Farmacéutico,1
2949,Segunda Especialidad En Atención Integral Del Niño Y Adolescente,1
2950,Segunda Especialidad En Banco De Sangre Hemoterapia,1
2951,Segunda Especialidad En Biología Forense,1
2952,Segunda Especialidad En Biología Molecular Y Genética,1
2953,Segunda Especialidad En Biotecnología De La Reproducción Animal,1
2954,Segunda Especialidad En Camélidos Sudamericanos Domésticos,1
2955,Segunda Especialidad En Cardiología,1
2956,Segunda Especialidad En Carielogía Y Endodoncia,1
2957,"Segunda Especialidad En Ciencia Política, Gestión Pública Y Gobierno",1
2958,Segunda Especialidad En Ciencias Sociales,1
2959,Segunda Especialidad En Cirugía General,1
2960,Segunda Especialidad En Cirugía Oncológica,1
2961,Segunda Especialidad En Cirugía Pediátrica,1
2962,Segunda Especialidad En Citología,1
2963,Segunda Especialidad En Comercio Exterior Y Negocios Internacionales,1
2964,Segunda Especialidad En Cuidado Enfermero En Cardiología Y Cardiovascular,1
2965,Segunda Especialidad En Cuidado Enfermero En Emergencias Y Desastres,1
2966,Segunda Especialidad En Cuidado Enfermero En Geriatría Y Gerontología,1
2967,Segunda Especialidad En Cuidado Enfermero En Neonatología,1
2968,Segunda Especialidad En Cuidado Enfermero En Paciente Clínico Quirúrgico,1
2969,Segunda Especialidad En Cuidado Enfermero En Salud Del Adulto Y/O Adulto Mayor (Geriatría Y/O Gerontología),1
2970,Segunda Especialidad En Cultura Y Resolución De Conflictos Sociales,1
2971,Segunda Especialidad En Dermatología,1
2972,Segunda Especialidad En Didáctica De La Comunicación,1
2973,Segunda Especialidad En Didáctica De La Educación Primaria,1
2974,Segunda Especialidad En Didáctica De La Matemática,1
2975,Segunda Especialidad En Didáctica Universitaria,1
2976,Segunda Especialidad En Docencia En Idioma Extranjero Inglés,1
2977,Segunda Especialidad En Ecografía Obstétrica Con Mención En Monitoreo Fetal Electrónico,1
2978,Segunda Especialidad En Ecografía Obstétrica Y Monitoreo Fetal,1
2979,Segunda Especialidad En Educación Ambiental,1
2980,Segunda Especialidad En Educación Básica Alternativa,1
2981,Segunda Especialidad En Educación Con Mención En Ciencias Religiosas,1
2982,Segunda Especialidad En Educación Especial: Audición Y Lenguaje,1
2983,Segunda Especialidad En Educación Especial: Retardo Mental,1
2984,Segunda Especialidad En Educación Inclusiva,1
2985,Segunda Especialidad En Educación Inclusiva Y Atención A La Diversidad,1
2986,Segunda Especialidad En Educación Inicial,1
2987,"Segunda Especialidad En Educación Intercultural Bilingüe, Aimara Y Quechua",1
2988,Segunda Especialidad En Educación Primaria,1
2989,Segunda Especialidad En Educación Religiosa,1
2990,Segunda Especialidad En Educación Temprana,1
2991,Segunda Especialidad En Educación: Auditoría Del Desarrollo Institucional En Educación,1
2992,Segunda Especialidad En Educación: Didáctica De La Matemática Y Comunicación,1
2993,Segunda Especialidad En Educación: Didáctica De Las Ciencias Religiosas,1
2994,Segunda Especialidad En Educación: Planeamiento Y Desarrollo Curricular,1
2995,Segunda Especialidad En Educación: Psicopedagogía Religiosa,1
2996,Segunda Especialidad En Educación: Teología Moral Y Bioética,1
2997,"Segunda Especialidad En Educación: Teoría Del Texto, Epistemología Y Didáctica De La Comprensión Y Producción Textual",1
2998,Segunda Especialidad En Educación: Tic Aplicada Al Proceso De Enseñanza Aprendizaje,1
2999,Segunda Especialidad En Electrónica Naval,1
3000,Segunda Especialidad En Emergencias Obstétricas Y Alto Riesgo Obstétrico,1
3001,Segunda Especialidad En Emergencias Y Alto Riesgo Obstétrico,1
3002,Segunda Especialidad En Emergencias Y Desastres,1
3003,Segunda Especialidad En Endodoncia,1
3004,Segunda Especialidad En Energías Renovables,1
3005,Segunda Especialidad En Enfermería En Centro Quirúrgico,1
3006,"Segunda Especialidad En Enfermería En Crecimiento, Desarrollo Y Estimulación Temprana Del Niño",1
3007,Segunda Especialidad En Enfermería En Cuidado Integral Infantil,1
3008,Segunda Especialidad En Enfermería En Cuidados Intensivos Neonatales,1
3009,Segunda Especialidad En Enfermería En Cuidados Intensivos Pediátricos,1
3010,Segunda Especialidad En Enfermería En Cuidados Intensivos Y Urgencias,1
3011,Segunda Especialidad En Enfermería En Cuidados Quirúrgicos,1
3012,Segunda Especialidad En Enfermería En Cuidados Quirúrgicos Con Mención En Recuperación Posanestésica,1
3013,Segunda Especialidad En Enfermería En Cuidados Quirúrgicos Con Mención En Traumatología Y Ortopedia,1
3014,Segunda Especialidad En Enfermería En Cuidados Quirúrgicos: Mención En Tratamiento Avanzado En Heridas Y Ostomías,1
3015,Segunda Especialidad En Enfermería En Gestión De Central De Esterilización,1
3016,Segunda Especialidad En Enfermería En Gineco Obstetricia,1
3017,Segunda Especialidad En Enfermería En Nefrología,1
3018,Segunda Especialidad En Enfermería En Neurología Y Neurocirugía,1
3019,Segunda Especialidad En Enfermería En Oncología,1
3020,Segunda Especialidad En Enfermería En Pediatría,1
3021,Segunda Especialidad En Enfermería En Pediatría Y Neonatología,1
3022,Segunda Especialidad En Enfermería En Perfusión Extracorpórea Y Asistencia Circulatoria,1
3023,Segunda Especialidad En Enfermería En Salud Familiar Y Comunitaria,1
3024,Segunda Especialidad En Enfermería En Salud Y Desarrollo Integral Infantil: Control De Crecimiento Y Desarrollo E Inmunizaciones,1
3025,Segunda Especialidad En Enfermería Nefrológica Con Mención En Diálisis,1
3026,Segunda Especialidad En Enfermería Pediátrica,1
3027,Segunda Especialidad En Enfermería: Cuidado Enfermero En Emergencias Y Desastres,1
3028,Segunda Especialidad En Enfermería: Cuidado Enfermero En Paciente Crítico Adulto (Uci),1
3029,Segunda Especialidad En Enfermería: Cuidado Materno Infantil Con Mención En Neonatología,1
3030,Segunda Especialidad En Enfermería: Cuidado Materno Infantil Con Mención En Pediatría,1
3031,Segunda Especialidad En Entomología Médica Y Control De Vectores,1
3032,Segunda Especialidad En Epidemiología,1
3033,Segunda Especialidad En Estadística Aplicada Para Investigación,1
3034,Segunda Especialidad En Estimulación Oportuna,1
3035,Segunda Especialidad En Estimulación Pre Natal Y Psicoprofilaxis Obstétrica,1
3036,Segunda Especialidad En Estimulación Temprana,1
3037,Segunda Especialidad En Estomatología: En Endodoncia,1
3038,Segunda Especialidad En Estomatología: Ortodoncia Y Ortopedia Maxilar,1
3039,Segunda Especialidad En Estomatología: Periodoncia E Implantología,1
3040,Segunda Especialidad En Estomatología: Rehabilitación Oral,1
3041,Segunda Especialidad En Estudios Adventistas,1
3042,Segunda Especialidad En Farmacia Clínica,1
3043,Segunda Especialidad En Farmacia Clínica Y Atención Farmacéutica,1
3044,Segunda Especialidad En Farmacia Hospitalaria,1
3045,Segunda Especialidad En Filosofía Y Religión,1
3046,Segunda Especialidad En Fisioterapia Cardiorrespiratoria,1
3047,Segunda Especialidad En Fisioterapia En El Adulto Mayor,1
3048,Segunda Especialidad En Fisioterapia En Neurorrehabilitación,1
3049,Segunda Especialidad En Formulación Y Evaluación De Proyectos De Inversión,1
3050,Segunda Especialidad En Función Jurisdiccional Y Procesal,1
3051,Segunda Especialidad En Gastroenterología,1
3052,Segunda Especialidad En Gastronomía,1
3053,Segunda Especialidad En Gastronomía Turística Internacional,1
3054,Segunda Especialidad En Gerencia Y Control De La Construcción,1
3055,Segunda Especialidad En Gerencia Y Gestión De Servicios De Salud,1
3056,Segunda Especialidad En Gestión Ambiental,1
3057,Segunda Especialidad En Gestión De La Biodiversidad,1
3058,Segunda Especialidad En Gestión De La Calidad E Inocuidad Alimentaria,1
3059,Segunda Especialidad En Gestión De Servicios De Salud Y Enfermería,1
3060,Segunda Especialidad En Gestión Educativa,1
3061,Segunda Especialidad En Gestión Escolar Con Liderazgo Pedagógico,1
3062,Segunda Especialidad En Gestión Pública Y Gobernabilidad,1
3063,Segunda Especialidad En Gestión Y Administración Educativa,1
3064,Segunda Especialidad En Ginecología Y Obstetricia,1
3065,Segunda Especialidad En Hematología,1
3066,Segunda Especialidad En Hemoterapia Y Banco De Sangre,1
3067,Segunda Especialidad En Histotecnología,1
3068,Segunda Especialidad En Implantología Oral,1
3069,Segunda Especialidad En Ingeniería Acústica,1
3070,Segunda Especialidad En Ingeniería Agroindustrial,1
3071,Segunda Especialidad En Ingeniería Ambiental,1
3072,Segunda Especialidad En Ingeniería De Telecomunicaciones,1
3073,Segunda Especialidad En Ingeniería En Agronegocios,1
3074,Segunda Especialidad En Ingeniería Informática,1
3075,Segunda Especialidad En Ingeniería Sanitaria Ambiental,1
3076,Segunda Especialidad En Ingeniería Sismo Resistente,1
3077,Segunda Especialidad En Intervención En Problemas De Aprendizaje,1
3078,Segunda Especialidad En Intervención Temprana,1
3079,Segunda Especialidad En Investigación Cualitativa,1
3080,Segunda Especialidad En Investigación Educativa,1
3081,Segunda Especialidad En Laboratorio Clínico Y Biológicos,1
3082,Segunda Especialidad En Laboratorio De Análisis Clínico Y Biológicos,1
3083,Segunda Especialidad En Lengua Inglesa,1
3084,Segunda Especialidad En Logopedia Y Terapia Integral Del Lenguaje,1
3085,Segunda Especialidad En Marketing,1
3086,Segunda Especialidad En Matemática Para Educación Primaria,1
3087,Segunda Especialidad En Medicina Complementaria,1
3088,Segunda Especialidad En Medicina De Emergencias Y Desastres,1
3089,Segunda Especialidad En Medicina De Enfermedades Infecciosas Y Tropicales,1
3090,Segunda Especialidad En Medicina Familiar Y Comunitaria,1
3091,Segunda Especialidad En Medicina Física Y De Rehabilitación,1
3092,Segunda Especialidad En Medicina Humana - Residentado Médico De La Especialidad: Anestesiología,1
3093,Segunda Especialidad En Medicina Humana - Residentado Médico De La Especialidad: Cirugía General,1
3094,Segunda Especialidad En Medicina Humana - Residentado Médico De La Especialidad: Ginecología Y Obstetricia,1
3095,Segunda Especialidad En Medicina Humana - Residentado Médico De La Especialidad: Medicina Familiar Y Comunitaria,1
3096,Segunda Especialidad En Medicina Humana - Residentado Médico De La Especialidad: Medicina Intensiva,1
3097,Segunda Especialidad En Medicina Humana - Residentado Médico De La Especialidad: Medicina Interna,1
3098,Segunda Especialidad En Medicina Humana - Residentado Médico De La Especialidad: Nefrología,1
3099,Segunda Especialidad En Medicina Humana - Residentado Médico De La Especialidad: Ortopedia Y Traumatología,1
3100,Segunda Especialidad En Medicina Humana - Residentado Médico De La Especialidad: Pediatría,1
3101,Segunda Especialidad En Medicina Humana - Residentado Médico De La Especialidad: Radiología,1
3102,Segunda Especialidad En Medicina Intensiva,1
3103,Segunda Especialidad En Medicina Intensiva Pediátrica,1
3104,Segunda Especialidad En Medicina Interna,1
3105,Segunda Especialidad En Medicina Oncológica,1
3106,Segunda Especialidad En Microbiología Y Parasitología En Salud,1
3107,Segunda Especialidad En Microfinanzas Y Riesgo,1
3108,Segunda Especialidad En Monitoreo Fetal,1
3109,Segunda Especialidad En Nefrología,1
3110,Segunda Especialidad En Neonatología,1
3111,Segunda Especialidad En Neumología,1
3112,Segunda Especialidad En Neurocirugía,1
3113,Segunda Especialidad En Neurología,1
3114,Segunda Especialidad En Neuropsicología,1
3115,Segunda Especialidad En Neuropsicología Infantil Y Aprendizaje,1
3116,Segunda Especialidad En Nuevo Testamento,1
3117,Segunda Especialidad En Nutrición Clínica Con Mención En Nutrición Deportiva,1
3118,Segunda Especialidad En Nutrición Clínica Con Mención En Nutrición Oncológica,1
3119,Segunda Especialidad En Nutrición Clínica Con Mención En Nutrición Renal,1
3120,Segunda Especialidad En Odontología Estética Y Restauradora,1
3121,Segunda Especialidad En Odontología Forense,1
3122,Segunda Especialidad En Odontología Geriátrica,1
3123,Segunda Especialidad En Odontología Restauradora Y Estética,1
3124,Segunda Especialidad En Odontopediatría,1
3125,Segunda Especialidad En Oftalmología,1
3126,Segunda Especialidad En Ordenamiento-Acondicionamiento Territorial Y Sistemas De Información Geográfica,1
3127,Segunda Especialidad En Ortodoncia Y Ortopedia Funcional De Los Maxilares,1
3128,Segunda Especialidad En Ortodoncia Y Ortopedia Maxilar,1
3129,Segunda Especialidad En Ortopedia Y Traumatología,1
3130,Segunda Especialidad En Otorrinolaringología,1
3131,Segunda Especialidad En Patología,1
3132,Segunda Especialidad En Patología Clínica,1
